,epsilon_progress,nfe
0,0,0
1,64,100
2,319,2600
3,409,5100
4,460,7600
5,528,10531
6,660,13363
7,723,16195
8,768,19027
9,811,21859
10,842,24691
11,879,27523
12,908,30355
13,930,33187
14,946,36019
15,966,38851
16,985,41683
17,1004,44515
18,1018,47347
19,1037,50179
